1,0,38,-65,1533,3360,-4959,-20,28.999999999999996,-47,1500,3469,-4966,2,0,0,0,1,0
2,625,34,-67,653,3968,-4701,-26,21,-48,156,3631,-5120,-787,0,0,0,1,0
3,1250,22,-55.99999999999999,-312,4478,-4252,-24,13,-41,-1258,3715,-5059,-1535,0,0,0,1,0
4,1875,-6,-34,-1294,4848,-3648,-25,0,-30.999999999999996,-2651,3699,-4806,-2218,0,0,0,1,0
5,2500,-15.000000000000002,-36,-2317,4983,-2759,-25,-8,-32,-3993.9999999999995,3516,-4283,-2811,0,0,0,1,0
6,3125,-24,-38,-3193,4935,-1835,-24,-19,-28,-5101,3174,-3650,-3292,0,0,0,1,0
7,3750,-30.999999999999996,-35,-3871,4752,-968.9999999999999,-20,-23,-24,-5946,2739,-2962,-3642,0,0,0,1,0
8,4375,-35,-25,-4389,4360,-45,-18,-27,-17,-6610,2203,-2115,-3852,0,0,0,1,0
9,5000,-39,0,-4802,3806,930,-16,-30,-2,-7050,1591,-1166,-3913,0,0,0,1,0
10,5625,-47,13,-5053,3018,1981,-13,-37,8,-7241,827,-62,-3824,0,0,0,1,0
11,6250,-59,23,-5046,2100,2904,-9,-44,17,-7097,64,955,-3591,0,0,0,1,0
12,6875,-66,30,-4897,1253,3618,-7,-47,21,-6705,-604,1854,-3226,0,0,0,1,0
13,7500,-63,36,-4559,349,4198,-2,-44,27,-6068,-1266,2715,-2727,0,0,0,1,0
14,8125,-48,36,-4041.9999999999995,-636,4687,1,-36,28,-5199,-1932,3520,-2133,0,0,0,1,0
15,8750,-36,45,-3351,-1639,5014,6,-30.999999999999996,35,-4090.0000000000005,-2598,4220,-1459,0,0,0,1,0
16,9375,-38,56.99999999999999,-2428,-2588,5063,15,-30,45,-2796,-3133,4687,-733,0,0,0,1,0
17,10000,-38,68,-1536,-3360,4959,19,-26,48,-1489,-3461,4978,14,0,0,0,1,0
18,10625,-33,69,-658,-3965,4700,22,-20,48,-181,-3643,5103,756,0,0,0,1,0
19,11250,-21,56.99999999999999,301,-4468,4257,27,-11,42,1199,-3745,5022,1461,0,0,0,1,0
20,11875,6,36,1279,-4835,3653,27,1,34,2569,-3759,4747,2101,0,0,0,1,0
21,12500,15.000000000000002,38,2307,-4981,2771,29,10,34,3901.0000000000005,-3605,4204,2656,0,0,0,1,0
22,13125,27,38,3187,-4935,1849,28,19,30.999999999999996,4988,-3285,3557,3105,0,0,0,1,0
23,13750,33,35,3867,-4752,981,27,25,27,5821,-2860,2853,3433,0,0,0,1,0
24,14375,36,26,4396,-4356,49,24,28.999999999999996,17,6484,-2335,1989.0000000000002,3625,0,0,0,1,0
25,15000,38,5,4818,-3801,-935,23,30.999999999999996,5,6925,-1723,1031,3683,0,0,0,1,0
26,15625,48,-10,5059,-3015,-1976,20,38,-3,7109,-957,-67,3592,0,0,0,1,0
27,16250,59,-23,5048,-2095,-2897,18,46,-13,6972,-188,-1080,3370,0,0,0,1,0
28,16875,66,-27,4903,-1249,-3610,13,46,-20,6590,488,-1965.9999999999998,3021,0,0,0,1,0
29,17500,61.99999999999999,-33,4565,-354,-4188,11,45,-25,5971,1160,-2808,2554,0,0,0,1,0
30,18125,46,-36,4056.9999999999995,624,-4673,5,34,-28.999999999999996,5125,1832,-3586,1991,0,0,0,1,0
31,18750,37,-44,3362,1628,-5002,2,32,-33,4038.0000000000005,2533,-4274,1358,0,0,0,1,0
32,19375,38,-56.99999999999999,2444,2585,-5063,-6,30.999999999999996,-44,2772,3086,-4720,673,0,0,0,1,0
33,20000,39,-66,1548,3357,-4957,-13,28,-47,1493,3443,-4990,-33,0,0,0,1,0
34,20625,34,-67,666,3968,-4699,-17,22,-47,200,3657,-5091,-728,0,0,0,1,0
35,21250,21,-56.99999999999999,-297,4474,-4257,-22,14,-40,-1163,3791,-4984,-1389,0,0,0,1,0
36,21875,-4,-34,-1280,4845,-3659,-25,1,-30,-2510,3824,-4687,-1990,0,0,0,1,0
37,22500,-15.000000000000002,-36,-2306,4981,-2773,-26,-7,-30.999999999999996,-3813,3684,-4123,-2510,0,0,0,1,0
38,23125,-24,-38,-3186,4935,-1847,-29,-17,-28,-4889,3381,-3456,-2932,0,0,0,1,0
39,23750,-30.999999999999996,-33,-3866,4753,-984,-27,-22,-23,-5709,2973,-2744,-3236,0,0,0,1,0
40,24375,-35,-25,-4387,4359,-65,-28,-27,-17,-6359,2458,-1880,-3415,0,0,0,1,0
41,25000,-37,0,-4806,3809,911,-26,-30,-3,-6790,1853,-925,-3462,0,0,0,1,0
42,25625,-48,13,-5058,3021,1963,-26,-36,7,-6987,1089,180,-3377,0,0,0,1,0
