1,0,-104,24,-5134,2849,2229,-13,-92,9,-5142,2815,2353,16,0,0,0,0
2,625,-125,44,-5086,1910,3128,-15,-106,33,-5072,1903,3191,12,0,0,0,0
3,1250,-135,62,-4909,1061,3802,-17,-113,49,-4851,1019.0000000000001,3843,6,0,0,0,0
4,1875,-128,71,-4556,140,4377,-20,-106,57.99999999999999,-4461,47,4420,2,0,0,0,0
5,2500,-90,78,-4031,-822,4825,-20,-84,69,-3920.9999999999995,-940,4865,1,0,0,0,0
6,3125,-82,101,-3220,-1890,5093,-20,-83,87,-3105,-2022.0000000000002,5127,0,0,0,0,0
7,3750,-83,123,-2252,-2860,5115,-16,-78,106,-2193,-2944,5137,1,0,0,0,0
8,4375,-79,139,-1381,-3566,4963,-14,-69,115.99999999999999,-1312,-3636,4942,-5,0,0,0,0
9,5000,-67,139,-501.99999999999994,-4148,4674,-9,-53,114,-383,-4251,4626,-4,0,0,0,0
10,5625,-37,111.00000000000001,470,-4656,4225,-6,-27,94,577,-4724,4136,-8,0,0,0,0
11,6250,12,81,1462,-4977,3560,-4,-4,85,1628,-5067,3419,-15,0,0,0,0
12,6875,32,83,2548,-5071,2576,0,18,83,2639,-5161,2499,-17,0,0,0,0
13,7500,52,81,3386,-4968,1636,1,41,75,3417,-5034,1585,-21,0,0,0,0
14,8125,69,70,4026.0000000000005,-4742,770,5,55,63,4062,-4772,675,-21,0,0,0,0
15,8750,71,50,4581,-4345,-177,7,61.99999999999999,42,4587,-4319,-303,-21,0,0,0,0
16,9375,85,-5,4945,-3772,-1116,10,75,13,4971,-3712,-1293,-20,0,0,0,0
17,10000,103,-25,5131,-2858,-2219,14,93,-7,5142,-2827,-2343,-16,0,0,0,0
18,10625,126,-43,5086,-1910,-3127,15,108,-30.999999999999996,5073,-1911,-3188,-12,0,0,0,0
19,11250,136,-62,4912,-1067,-3800,17,115,-47,4852,-1025,-3841,-7,0,0,0,0
20,11875,128,-70,4563,-151,-4372,20,107,-56,4463,-55,-4415,-5,0,0,0,0
21,12500,90,-78,4039,807,-4815,20,86,-67,3923,928,-4857,-4,0,0,0,0
22,13125,82,-100,3231,1875,-5090,20,85,-85,3108,2019,-5130,-1,0,0,0,0
23,13750,84,-122,2265,2855,-5118,16,79,-103,2197,2940,-5137,-1,0,0,0,0
24,14375,80,-139,1384,3569,-4966,12,70,-114,1315,3634,-4950,1,0,0,0,0
25,15000,67,-137,500.99999999999994,4151,-4676,10,55,-114,385,4250,-4629,6,0,0,0,0
26,15625,39,-111.00000000000001,-470,4658,-4226,7,30,-94,-581,4727,-4136,9,0,0,0,0
27,16250,-12,-80,-1456,4981,-3569,4,6,-84,-1624,5065,-3425,14,0,0,0,0
28,16875,-30.000000000000004,-83,-2538,5071,-2583,1,-17,-81,-2633,5158,-2501,17,0,0,0,0
29,17500,-51,-79,-3378,4969,-1645,-2,-40,-72,-3417,5031,-1587,19,0,0,0,0
30,18125,-66,-69,-4022,4742,-776,-4,-55,-61,-4057,4767,-680,20,0,0,0,0
31,18750,-70,-49,-4577,4348,173,-7,-60,-40,-4580,4317,296,21,0,0,0,0
32,19375,-84,6.999999999999999,-4938,3771,1108,-9,-73,-10,-4967,3711,1285,18,0,0,0,0
33,20000,-106,25,-5130,2865,2211,-13,-93,10,-5142,2829,2340,15.000000000000002,0,0,0,0
34,20625,-127.00000000000001,45,-5088,1924,3116,-14,-108,33,-5075,1920,3177,12,0,0,0,0
35,21250,-137,62,-4910,1076,3790,-18,-115,49,-4854,1037,3828,9,0,0,0,0
36,21875,-128,72,-4562,156,4367,-20,-107,59.00000000000001,-4468,66,4406,5,0,0,0,0
37,22500,-91,77,-4038,-809,4818,-19,-82,70,-3933,-918,4851,3,0,0,0,0
38,23125,-81,100,-3237,-1873,5092,-20,-83,87,-3115,-2007.9999999999998,5123,0,0,0,0,0
39,23750,-83,123,-2265,-2849,5116,-12,-78,105,-2198,-2936,5137,2,0,0,0,0
40,24375,-78,137,-1390,-3560,4964,-13,-68,117,-1317,-3633,4946,-1,0,0,0,0
41,25000,-65,136,-512,-4144,4679,-9,-55,115.99999999999999,-388,-4247,4632,-4,0,0,0,0
42,25625,-36,108,463,-4657,4231,-8,-28,96,570,-4723,4142,-10,0,0,0,0
43,26250,11,81,1458,-4979,3566,-4,-5,86,1616,-5068,3433,-13,0,0,0,0
44,26875,30.000000000000004,83,2533,-5073,2591,-1,17,84,2625,-5163,2514,-18,0,0,0,0
45,27500,52,81,3370,-4971,1656,0,41,75,3406,-5038,1601,-19,0,0,0,0
46,28125,67,70,4016.9999999999995,-4745,784,4,56,64,4052,-4772,689,-20,0,0,0,0
47,28750,71,51,4572,-4348,-166,7,61.00000000000001,44,4579,-4325,-287,-21,0,0,0,0
48,29375,84,-4,4939,-3776,-1105,10,75,12,4964,-3723,-1277,-19,0,0,0,0
49,30000,104,-22,5132,-2869,-2208,12,93,-5,5139,-2837,-2330,-14,0,0,0,0
50,30625,126,-42,5089,-1920,-3117,15,107,-30.999999999999996,5076,-1922,-3177,-13,0,0,0,0
51,31250,136,-61,4915,-1080,-3789,18,115,-47,4858,-1039,-3835,-8,0,0,0,0
52,31875,129,-70,4571,-167,-4363,21,108,-56,4474,-73,-4407,0,0,0,0,0
53,32500,90,-77,4048.9999999999995,793,-4810,20,86,-68,3936,907,-4848,-4,0,0,0,0
54,33125,81,-99,3245,1860,-5087,18,85,-84,3124,1998,-5125,-2,0,0,0,0
55,33750,82,-120,2276,2844,-5119,13,80,-103,2211,2926,-5141,-3,0,0,0,0
56,34375,80,-137,1397,3558,-4969,11,70,-113.00000000000001,1327,3628,-4954,1,0,0,0,0
57,35000,66,-136,517,4142,-4684,10,57.00000000000001,-114,393,4247,-4635,5,0,0,0,0
58,35625,39,-109.00000000000001,-459,4658,-4232,7,30,-94,-575,4727,-4144,8,0,0,0,0
59,36250,-9,-79,-1451,4981,-3575,3,7,-83,-1617,5070,-3436,14,0,0,0,0
60,36875,-27.999999999999996,-83,-2532,5076,-2594,1,-15,-82,-2626,5162,-2514,16,0,0,0,0
61,37500,-50,-78,-3373,4972,-1655,-2,-39,-74,-3406,5038,-1605,19,0,0,0,0
62,38125,-66,-71,-4014,4749,-791,-4,-55,-61.99999999999999,-4045.9999999999995,4779,-699,21,0,0,0,0
63,38750,-70,-50,-4566,4358,150,-7,-60,-42,-4570,4327,276,20,0,0,0,0
64,39375,-83,6,-4928,3782,1088,-10,-74,-10,-4959,3724,1263,18,0,0,0,0
65,40000,-104,23,-5127,2876,2197,-14,-92,9,-5139,2841,2324,17,0,0,0,0
66,40625,-123.99999999999999,42,-5090,1933,3108,-18,-107,33,-5077,1929,3167,11,0,0,0,0
67,41250,-135,61,-4915,1082,3787,-19,-114.00000000000001,48,-4859,1044,3825,6,0,0,0,0
68,41875,-128,72,-4569,165,4363,-20,-107,60,-4474,73,4407,3,0,0,0,0
69,42500,-90,76,-4046,-798,4815,-21,-83,70,-3940.0000000000005,-912,4854,3,0,0,0,0
70,43125,-82,98,-3249,-1859,5093,-18,-83,85,-3127,-2001.0000000000002,5129,2,0,0,0,0
71,43750,-83,122,-2275,-2841,5117,-14,-77,105,-2212,-2929,5142,1,0,0,0,0
72,44375,-79,137,-1397,-3557,4967,-13,-68,115,-1333,-3622,4952,-3,0,0,0,0
73,45000,-66,137,-523,-4137,4684,-8,-56,115,-405,-4240,4641,-3,0,0,0,0
74,45625,-38,110.00000000000001,446,-4651,4243,-7,-28.999999999999996,95,556,-4717,4150,-10,0,0,0,0
75,46250,11,81,1437,-4975,3581,-4,-4,87,1601,-5063,3444,-15,0,0,0,0
76,46875,29,83,2520,-5072,2603,-2,18,84,2615,-5161,2523,-17,0,0,0,0
77,47500,49,80,3363,-4972,1664,3,39,74,3397,-5040,1609,-22,0,0,0,0
78,48125,67,71,4013,-4749,793,4,55,63,4045,-4778,699,-21,0,0,0,0
79,48750,69,50,4572,-4357,-157,7,63,43,4572,-4329,-278,-21,0,0,0,0
80,49375,84,-4,4936,-3781,-1095,11,74,13,4963,-3730,-1266,-21,0,0,0,0
81,50000,103,-22,5132,-2881,-2196,13,92,-6,5141,-2851,-2318,-16,0,0,0,0
82,50625,123,-42,5091,-1939,-3102,15,106,-30,5077,-1933,-3167,-13,0,0,0,0
83,51250,135,-60,4918,-1091,-3780,18,114.00000000000001,-46,4861,-1052,-3822,-9,0,0,0,0
84,51875,128,-69,4572,-175,-4355,19,108,-57,4478,-86,-4400,-2,0,0,0,0
85,52500,90,-76,4055,783,-4808,20,85,-67,3941,895,-4842,-3,0,0,0,0
86,53125,82,-98,3254,1850,-5087,20,84,-83,3134,1985,-5124,-1,0,0,0,0
87,53750,83,-120,2288,2833,-5120,16,78,-103,2221,2916,-5140,-1,0,0,0,0
88,54375,80,-136,1410,3548,-4971,12,70,-114,1338,3620,-4957,2,0,0,0,0
89,55000,68,-137,529,4135,-4688,10,56,-114,410,4239,-4644,4,0,0,0,0
90,55625,39,-110.00000000000001,-447,4655,-4244,6,30,-94,-556,4718,-4154,8,0,0,0,0
91,56250,-12,-79,-1437,4977,-3585,5,6,-82,-1597,5061,-3450,12,0,0,0,0
92,56875,-27.999999999999996,-82,-2519,5076,-2608,2,-16,-82,-2611,5164,-2530,16,0,0,0,0
93,57500,-48,-78,-3361,4976,-1668,-3,-39,-73,-3398,5040,-1615,20,0,0,0,0
94,58125,-66,-69,-4005,4755,-807,-3,-53,-61,-4036.9999999999995,4780,-710,20,0,0,0,0
95,58750,-68,-50,-4559,4364,139,-7,-61.00000000000001,-42,-4566,4334,265,21,0,0,0,0
96,59375,-81,4,-4930,3788,1083,-9,-74,-12,-4959,3732,1256,19,0,0,0,0
97,60000,-102,23,-5131,2885,2193,-13,-92,8,-5143,2851,2318,17,0,0,0,0
98,60625,-123,42,-5094,1942.0000000000002,3103,-16,-106,33,-5081,1937.9999999999998,3164,14,0,0,0,0
99,61250,-133,61,-4919,1095,3778,-20,-114.00000000000001,49,-4865,1058,3818,6,0,0,0,0
100,61875,-127.00000000000001,70,-4573,181,4354,-19,-107,59.00000000000001,-4481,89,4398,4,0,0,0,0
101,62500,-90,77,-4055,-787,4812,-20,-84,69,-3948.0000000000005,-894,4844,3,0,0,0,0
102,63125,-81,98,-3256,-1850,5090,-20,-84,85,-3140,-1982,5123,1,0,0,0,0
103,63750,-82,120,-2287,-2829,5118,-15,-79,106,-2226,-2914,5142,2,0,0,0,0
104,64375,-78,136,-1413,-3546,4973,-11,-70,117,-1343,-3613,4953,-4,0,0,0,0
105,65000,-65,135,-534,-4130,4689,-9,-55,117,-417,-4232,4644,-5,0,0,0,0
106,65625,-38,110.00000000000001,434,-4645,4249,-6,-28.999999999999996,96,544,-4712,4156,-10,0,0,0,0
107,66250,11,80,1424,-4971,3590,-5,-5,88,1591,-5060,3452,-14,0,0,0,0
108,66875,29,84,2511,-5072,2612,-1,16,87,2604,-5163,2533,-17,0,0,0,0
109,67500,49,79,3360,-4975,1671,2,39,77,3389,-5040,1620,-22,0,0,0,0
110,68125,66,71,4006,-4753,802,5,55,65,4036.9999999999995,-4783,713,-23,0,0,0,0
111,68750,68,51,4562,-4364,-140,8,63,46,4567,-4336,-266,-21,0,0,0,0
112,69375,83,-4,4931,-3795,-1079,11,75,13,4958,-3739,-1252,-20,0,0,0,0
113,70000,102,-22,5129,-2891,-2185,13,93,-6,5139,-2858,-2309,-17,0,0,0,0
114,70625,123,-42,5093,-1940.9999999999998,-3100,17,107,-30,5079,-1941,-3159,-13,0,0,0,0
115,71250,135,-60,4922,-1098,-3778,18,115,-47,4863,-1059,-3816,-7,0,0,0,0
116,71875,126,-68,4578,-185,-4351,20,109,-57,4482,-95,-4393,-5,0,0,0,0
117,72500,90,-74,4061,774,-4805,20,87,-68,3951.9999999999995,882,-4839,-6,0,0,0,0
118,73125,81,-96,3264,1838,-5086,20,85,-84,3146,1974.9999999999998,-5123,-2,0,0,0,0
119,73750,83,-119,2302,2821,-5122,14,80,-104,2234,2904,-5141,-5,0,0,0,0
120,74375,78,-133,1419,3542,-4974,13,71,-114,1351,3608,-4958,1,0,0,0,0
121,75000,67,-135,535,4132,-4689,10,57.99999999999999,-115.99999999999999,422,4231,-4648,6,0,0,0,0
122,75625,41,-109.00000000000001,-436,4649,-4250,7,30.999999999999996,-95,-547,4712,-4158,9,0,0,0,0
123,76250,-9,-79,-1424,4975,-3594,4,6,-85,-1583,5057,-3456,13,0,0,0,0
124,76875,-27.999999999999996,-82,-2506,5073,-2618,1,-16,-83,-2599,5160,-2537,17,0,0,0,0
125,77500,-48,-78,-3350,4975,-1677,-2,-38,-73,-3388,5042,-1624,19,0,0,0,0
126,78125,-65,-70,-4001.0000000000005,4756,-811,-5,-55,-61.99999999999999,-4032,4782,-718,22,0,0,0,0
127,78750,-69,-50,-4556,4367,133,-7,-61.99999999999999,-42,-4561,4338,256,21,0,0,0,0
128,79375,-82,5,-4926,3797,1070,-10,-74,-12,-4955,3746,1237,18,0,0,0,0
129,80000,-102,24,-5127,2899,2174,-12,-92,8,-5141,2867,2301,17,0,0,0,0
130,80625,-122.00000000000001,43,-5095,1957.0000000000002,3088,-16,-108,32,-5080,1952,3148,13,0,0,0,0
131,81250,-135,60,-4922,1107,3767,-16,-115,49,-4866,1071,3806,7,0,0,0,0
132,81875,-127.00000000000001,70,-4577,191,4346,-19,-108,59.00000000000001,-4486,102,4392,5,0,0,0,0
133,82500,-90,75,-4061,-779,4810,-19,-85,69,-3955,-884,4842,1,0,0,0,0
134,83125,-81,98,-3268,-1840,5092,-21,-84,85,-3150,-1973,5123,-1,0,0,0,0
135,83750,-83,119,-2298,-2822,5120,-15,-79,104,-2236,-2908,5144,1,0,0,0,0
136,84375,-79,136,-1423,-3539,4974,-12,-70,117,-1353,-3610,4959,-3,0,0,0,0
137,85000,-65,136,-546,-4124,4696,-9,-55,118.00000000000001,-427,-4229,4651,-5,0,0,0,0
138,85625,-39,111.00000000000001,425,-4644,4255,-6,-28.999999999999996,99,535,-4707,4162,-9,0,0,0,0
139,86250,9,81,1415,-4968,3597,-5,-6,89,1573,-5057,3465,-13,0,0,0,0
140,86875,27.999999999999996,83,2500,-5074,2625,0,15,85,2591,-5163,2548,-17,0,0,0,0
141,87500,50,79,3346,-4978,1687,2,39,76,3379,-5044,1632,-21,0,0,0,0
142,88125,65,70,3996,-4758,816,3,56,65,4028.9999999999995,-4786,724,-21,0,0,0,0
143,88750,69,51,4554,-4368,-127.00000000000001,7,61.99999999999999,45,4562,-4343,-254.00000000000003,-22,0,0,0,0
144,89375,82,-3,4928,-3801,-1069,12,75,14,4955,-3747,-1242,-20,0,0,0,0
145,90000,103,-22,5131,-2899,-2177,14,93,-6,5136,-2868,-2298,-16,0,0,0,0
146,90625,121,-41,5095,-1952.0000000000002,-3093,15,106,-28,5080,-1952,-3150,-13,0,0,0,0
147,91250,132,-58.99999999999999,4922,-1109,-3766,18,115,-46,4866,-1070,-3811,-7,0,0,0,0
148,91875,127.00000000000001,-67,4583,-199,-4343,20,108,-56,4488,-107,-4389,-4,0,0,0,0
149,92500,90,-75,4068.0000000000005,763,-4800,18,86,-67,3955.9999999999995,872,-4835,-4,0,0,0,0
150,93125,81,-98,3278,1828,-5086,19,87,-84,3156,1961,-5120,0,0,0,0,0
151,93750,82,-119,2308,2814,-5122,14,80,-104,2244,2894,-5143,-3,0,0,0,0
152,94375,79,-135,1427,3538,-4978,11,72,-114,1361,3599,-4959,2,0,0,0,0
153,95000,67,-137,551,4121,-4696,10,57.99999999999999,-115,434,4220,-4650,6,0,0,0,0
154,95625,39,-111.00000000000001,-420,4642,-4256,6,33,-96,-532,4707,-4165,8,0,0,0,0
155,96250,-10,-77,-1407,4967,-3603,5,7,-84,-1568,5052,-3468,13,0,0,0,0
156,96875,-27,-81,-2496,5074,-2629,1,-14,-83,-2588,5158,-2548,17,0,0,0,0
157,97500,-48,-77,-3347,4977,-1686,-3,-38,-74,-3380,5042,-1634,19,0,0,0,0
158,98125,-65,-69,-3994.0000000000005,4761,-823,-5,-53,-63,-4023,4786,-730,22,0,0,0,0
159,98750,-68,-50,-4547,4375,115,-6,-61.00000000000001,-44,-4554,4345,242.00000000000003,21,0,0,0,0
160,99375,-82,5,-4921,3806,1058,-10,-73,-11,-4947,3754,1227,19,0,0,0,0
161,100000,-102,23,-5128,2908,2166,-12,-91,8,-5139,2878,2289,18,0,0,0,0
162,100625,-122.00000000000001,43,-5094,1966.0000000000002,3080,-16,-106,32,-5084,1962.9999999999998,3141,10,0,0,0,0
163,101250,-133,60,-4925,1116,3763,-20,-114.00000000000001,48,-4869,1082,3801,5,0,0,0,0
164,101875,-126,70,-4582,201,4339,-18,-109,59.00000000000001,-4493,115,4383,6,0,0,0,0
165,102500,-91,75,-4069,-764,4804,-19,-85,68,-3965.0000000000005,-868,4837,4,0,0,0,0
166,103125,-80,97,-3283,-1820,5087,-20,-83,85,-3164,-1953.9999999999998,5119,2,0,0,0,0
167,103750,-84,120,-2313,-2805,5119,-15,-80,104,-2249,-2893,5142,0,0,0,0,0
168,104375,-77,136,-1434,-3530,4974,-13,-70,117,-1367,-3597,4960,-3,0,0,0,0
169,105000,-67,136,-555,-4118,4697,-9,-56,117,-441,-4218,4655,-4,0,0,0,0
170,105625,-40,111.00000000000001,415,-4640,4262,-8,-30,97,521,-4701,4169,-9,0,0,0,0
171,106250,9,80,1397,-4964,3609,-5,-5,87,1559,-5051,3474,-14,0,0,0,0
172,106875,27.999999999999996,83,2485,-5074,2639,-1,16,86,2579,-5165,2561,-17,0,0,0,0
173,107500,50,79,3338,-4980,1696,1,39,76,3374,-5048,1643,-21,0,0,0,0
174,108125,67,70,3991.9999999999995,-4764,829,4,56,65,4023,-4792,735,-21,0,0,0,0
175,108750,69,52,4548,-4374,-116,8,63,46,4555,-4350,-240,-21,0,0,0,0
176,109375,82,-1,4926,-3809,-1058,9,75,13,4951,-3762,-1222,-20,0,0,0,0
177,110000,100,-20,5131,-2915,-2164,12,93,-5,5140,-2886,-2282,-18,0,0,0,0
178,110625,123,-41,5099,-1969.9999999999998,-3079,16,107,-30,5084,-1966.9999999999998,-3139,-13,0,0,0,0
179,111250,133,-58.99999999999999,4928,-1127,-3757,18,115.99999999999999,-46,4873,-1088,-3799,-7,0,0,0,0
180,111875,126,-68,4590,-212,-4337,20,109,-57,4496,-124.00000000000001,-4379,-4,0,0,0,0
181,112500,91,-74,4073.9999999999995,753,-4796,21,87,-67,3966,858,-4827,-1,0,0,0,0
