1,0,-61.99999999999999,0,-5026,3227,1744,-12,-1,0,-5022,3257,1753,-7,0,0,0
2,625,-74,15,-5075,2358,2665,-14,1,1,-5069,2379,2671,-10,0,0,0
3,1250,-80,30,-4963,1509,3403,-17,0,-1,-4957,1522,3408,-16,0,0,0
4,1875,-79,42,-4682,598,4042,-18,0,0,-4675,599,4045,-17,0,0,0
5,2500,-66,47,-4220,-357,4546,-17,0,1,-4213,-365,4547,-17,0,0,0
6,3125,-61.99999999999999,56.99999999999999,-3537,-1396,4914,-18,0,2,-3530,-1414,4913,-17,0,0,0
7,3750,-60.00000000000001,70,-2665,-2404,5064,-17,0,1,-2655,-2431,5064,-11,0,0,0
8,4375,-51,80,-1803,-3195,5005,-15,0,1,-1795,-3229,5003,-12,0,0,0
9,5000,-41,84,-929,-3841.9999999999995,4791,-11,1,1,-922,-3883,4787,-14,0,0,0
10,5625,-26,74,-13,-4355,4397,-7,1,0,-4.999999999999999,-4400,4392,-9,0,0,0
11,6250,-9,65,992.0000000000001,-4755,3802,-7,-1,0,996,-4803,3794,-10,0,0,0
12,6875,6,64,2071,-5003,2981,-4,1,1,2072,-5054,2970,-11,0,0,0
13,7500,23,55.99999999999999,2957,-5002,2099,2,1,0,2958,-5053,2087,-8,0,0,0
14,8125,36,48,3676,-4837,1217,4,0,1,3673,-4886,1205,-7,0,0,0
15,8750,44,33,4252,-4487,288,5,0,1,4250,-4532,275,-5,0,0,0
16,9375,52,13.999999999999998,4706,-3969,-682,8,1,1,4702,-4007.9999999999995,-693,1,0,0,0
17,10000,64,1,5029,-3228,-1746,11,0,0,5023,-3261,-1756,6,0,0,0
18,10625,76,-13.999999999999998,5070,-2356,-2664,12,0,1,5064,-2380,-2670,9,0,0,0
19,11250,79,-28.999999999999996,4960,-1512,-3401,16,0,1,4954,-1525,-3405,15.000000000000002,0,0,0
20,11875,80,-39,4685,-603,-4038.0000000000005,17,0,1,4678,-608,-4041,17,0,0,0
21,12500,67,-47,4221,349,-4538,18,1,1,4212,355,-4540,16,0,0,0
22,13125,61.99999999999999,-56.99999999999999,3541,1387,-4908,17,0,1,3532,1402,-4909,16,0,0,0
23,13750,61.00000000000001,-71,2677,2390,-5061,16,-1,1,2667,2414,-5058,12,0,0,0
24,14375,51,-78,1811,3187,-5005,14,0,0,1800,3220,-5003,10,0,0,0
25,15000,42,-83,930,3846,-4794,10,1,2,920,3885.0000000000005,-4790,10,0,0,0
26,15625,27.999999999999996,-75,10,4358,-4398,7,1,2,3,4402,-4392,8,0,0,0
27,16250,10,-65,-991,4756,-3805,5,1,1,-996,4805,-3798,9,0,0,0
28,16875,-5,-64,-2065,5005,-2990,2,0,0,-2066,5055,-2979,9,0,0,0
29,17500,-24,-55.99999999999999,-2950,5002,-2105,-2,-1,1,-2952,5053,-2094,9,0,0,0
30,18125,-36,-47,-3670,4837,-1222,-3,1,1,-3669,4884,-1210,6,0,0,0
31,18750,-44,-33,-4251,4488,-295,-6,0,0,-4248,4532,-283,3,0,0,0
32,19375,-52,-13.999999999999998,-4701,3969.9999999999995,674,-11,0,0,-4699,4010.0000000000005,685,-1,0,0,0
33,20000,-63,0,-5028,3233,1741,-13,0,1,-5023,3262,1750,-7,0,0,0
34,20625,-75,16,-5075,2367,2657,-13,-1,0,-5069,2387,2664,-12,0,0,0
35,21250,-80,30,-4963,1523,3393,-17,-1,0,-4957,1532,3399,-13,0,0,0
36,21875,-79,41,-4685,611,4033.9999999999995,-17,0,2,-4680,612,4037,-18,0,0,0
37,22500,-66,48,-4225,-343,4537,-17,1,0,-4219,-350,4537,-19,0,0,0
38,23125,-61.99999999999999,55.99999999999999,-3542,-1383,4905,-18,0,1,-3534,-1401,4905,-17,0,0,0
39,23750,-61.00000000000001,70,-2671,-2392,5058,-14,0,0,-2664,-2419,5058,-15,0,0,0
40,24375,-51,80,-1811,-3189,5007,-13,1,0,-1804,-3223,5005,-13,0,0,0
41,25000,-42,83,-933,-3844.0000000000005,4795,-10,1,0,-925,-3882,4794,-7,0,0,0
42,25625,-26,75,-16,-4355,4401,-9,-1,0,-11,-4401,4396,-11,0,0,0
43,26250,-9,66,982.0000000000001,-4757,3810,-6,0,1,987.9999999999999,-4804,3803,-11,0,0,0
44,26875,4,65,2061,-5007,2995,-3,0,1,2062,-5056,2984,-9,0,0,0
45,27500,25,57.99999999999999,2945,-5003,2110,1,1,1,2944,-5053,2099,-9,0,0,0
46,28125,36,48,3662,-4835,1228,3,0,0,3661,-4884,1214,-7,0,0,0
47,28750,45,34,4248,-4490,300,6,-1,0,4245,-4536,285,-3,0,0,0
48,29375,53,13.999999999999998,4704,-3972.0000000000005,-675,9,0,1,4698,-4011.0000000000005,-687,-1,0,0,0
49,30000,63,0,5028,-3230,-1743,12,0,2,5022,-3262,-1754,4,0,0,0
50,30625,75,-13.999999999999998,5077,-2364,-2660,16,0,1,5071,-2386,-2667,10,0,0,0
51,31250,80,-27,4968,-1521,-3396,18,0,1,4960,-1535,-3401,12,0,0,0
52,31875,79,-41,4688,-616,-4032,17,1,0,4680,-620,-4034.0000000000005,15.000000000000002,0,0,0
53,32500,67,-46,4230,331,-4532,20,1,0,4223,339,-4531,18,0,0,0
54,33125,61.99999999999999,-56.99999999999999,3553,1371,-4904,18,1,1,3545,1388,-4903,16,0,0,0
55,33750,61.00000000000001,-70,2678,2384,-5058,16,0,1,2670,2408,-5057,13,0,0,0
56,34375,50,-78,1811,3186,-5003,12,1,1,1802,3217,-5001,11,0,0,0
57,35000,42,-82,931,3844.0000000000005,-4794,11,1,0,924,3882,-4789,11,0,0,0
58,35625,27,-74,12,4357,-4400,7,0,1,5.000000000000001,4402,-4394,8,0,0,0
59,36250,11,-66,-984.0000000000001,4754,-3810,6,1,2,-989.9999999999999,4803,-3803,10,0,0,0
60,36875,-5,-65,-2054,5004,-2998,1,-1,1,-2058,5055,-2987,8,0,0,0
61,37500,-23,-55.99999999999999,-2941,5004,-2115,-2,0,0,-2942,5053,-2104,7,0,0,0
62,38125,-35,-48,-3661,4837,-1233,-3,0,1,-3659,4885,-1220,4,0,0,0
63,38750,-44,-34,-4241,4489,-304,-6,0,1,-4238,4534,-293,2,0,0,0
64,39375,-52,-13,-4692,3979,658,-10,0,0,-4690,4018.0000000000005,669,-1,0,0,0
65,40000,-63,-2,-5023,3245,1723,-12,0,1,-5017,3275,1732,-8,0,0,0
66,40625,-74,13.999999999999998,-5071,2374,2644,-15,-1,1,-5065,2395,2651,-10,0,0,0
67,41250,-79,28.999999999999996,-4962,1526,3389,-19,-1,2,-4957,1537,3392,-17,0,0,0
68,41875,-78,40,-4692,615,4034.9999999999995,-18,0,2,-4686,618,4037,-15,0,0,0
69,42500,-67,48,-4232,-338,4540,-18,-1,1,-4225,-347,4541,-18,0,0,0
70,43125,-61.99999999999999,56.99999999999999,-3554,-1376,4909,-15,0,1,-3543,-1394,4909,-17,0,0,0
71,43750,-60.00000000000001,71,-2686,-2382,5064,-14,1,1,-2677,-2411,5062,-15,0,0,0
72,44375,-51,81,-1824,-3178,5011,-13,0,0,-1817,-3212,5009,-12,0,0,0
73,45000,-41,84,-945,-3833,4797,-11,0,0,-937,-3873,4794,-13,0,0,0
74,45625,-27,75,-22,-4348,4402,-8,1,1,-18,-4393,4396,-10,0,0,0
75,46250,-10,66,976.9999999999999,-4750,3811,-6,1,1,982,-4797,3803,-10,0,0,0
76,46875,4,63,2057,-5004,2995,-3,0,0,2058,-5056,2985,-10,0,0,0
77,47500,23,55.99999999999999,2942,-5004,2114,1,1,2,2943,-5057,2102,-9,0,0,0
