1,0,3,-54,-1077,4854,-3822,3,7,-51,-1208,4936,-3736,1,0,0,0,0,0
2,625,-8,-60,-2164,5106,-2995,0,-3,-51,-2255,5146,-2886,7,0,0,0,0,0
3,1250,-27,-55.00000000000001,-3057,5066,-2065,-3,-17,-42,-3145,5103,-1944.9999999999998,10,0,0,0,0,0
4,1875,-39,-51,-3776,4879,-1160,-4,-27,-38,-3835,4888,-1033,15.000000000000002,0,0,0,0,0
5,2500,-46,-36,-4343,4500,-216,-8,-34,-28,-4392,4511,-90,19,0,0,0,0,0
6,3125,-48,-6.999999999999999,-4792,3984,751,-10,-41,-8,-4816,3965,882,18,0,0,0,0,0
7,3750,-61.00000000000001,3,-5115,3228,1830,-12,-49,0,-5096,3173,1954,17,0,0,0,0,0
8,4375,-77,21,-5144,2316,2779,-11,-56,12,-5113,2259,2883,17,0,0,0,0,0
9,5000,-87,37,-5013,1457,3510,-16,-61.00000000000001,21,-4955,1376,3601,15.000000000000002,0,0,0,0,0
10,5625,-84,46,-4709,550,4118,-17,-61.99999999999999,30.999999999999996,-4632,446,4205,12,0,0,0,0,0
11,6250,-64,45,-4228,-424,4622,-17,-53,37,-4133,-537,4688,11,0,0,0,0,0
12,6875,-55.99999999999999,58.99999999999999,-3551,-1473,5007,-17,-51,47,-3437,-1597,5051,13,0,0,0,0,0
13,7500,-58,75,-2657,-2496,5151,-14,-48,57.99999999999999,-2540,-2596,5157,13,0,0,0,0,0
14,8125,-54,88,-1764,-3284,5062,-12,-42,64,-1648,-3389,5053,8,0,0,0,0,0
15,8750,-47,91,-875,-3918,4817,-9,-34,66,-738,-4023.9999999999995,4778,6,0,0,0,0,0
16,9375,-29,77,82,-4436,4392,-5,-23,63,218,-4545,4336,4,0,0,0,0,0
17,10000,-2,55.00000000000001,1079,-4851,3818,-3,-8,53,1204,-4931,3733,-1,0,0,0,0,0
18,10625,9,60,2160,-5100,2993,1,4,53,2252,-5143,2884,-8,0,0,0,0,0
19,11250,27.999999999999996,56.99999999999999,3053,-5062,2067,2,17,44,3135,-5098,1946.9999999999998,-11,0,0,0,0,0
20,11875,40,51,3765,-4872,1165,4,26,40,3826,-4882,1033,-15,0,0,0,0,0
21,12500,45,37,4338,-4499,220,7,34,30.999999999999996,4387,-4508,92,-19,0,0,0,0,0
22,13125,48,10,4790,-3984,-749,9,44,11,4814,-3962,-884,-19,0,0,0,0,0
23,13750,61.00000000000001,-4,5115,-3230,-1830,11,52,2,5093,-3173,-1950.9999999999998,-20,0,0,0,0,0
24,14375,77,-20,5143,-2315,-2778,12,57.99999999999999,-9,5106,-2258,-2882,-21,0,0,0,0,0
25,15000,87,-36,5013,-1459,-3508,15,64,-21,4953,-1378,-3600,-12,0,0,0,0,0
26,15625,84,-43,4711,-553,-4119,15,65,-30,4630,-452,-4201,-14,0,0,0,0,0
27,16250,65,-45,4230,416,-4617,14,56,-36,4134,533,-4690,-11,0,0,0,0,0
28,16875,57,-56.99999999999999,3553,1468,-5004,17,53,-44,3438,1587,-5043,-11,0,0,0,0,0
29,17500,60.00000000000001,-75,2661,2491,-5150,15,50,-56,2543,2589,-5153,-11,0,0,0,0,0
30,18125,54,-87,1766,3284,-5063,11,43,-63,1647,3387,-5054,-11,0,0,0,0,0
31,18750,47,-91,875,3919.9999999999995,-4818,7,34,-63,735,4024.9999999999995,-4777,-9,0,0,0,0,0
32,19375,30.999999999999996,-74,-81,4437,-4394,4,24,-60,-222,4547,-4335,-4,0,0,0,0,0
33,20000,3,-53,-1080,4853,-3819,2,7,-51,-1205,4934,-3735,0,0,0,0,0,0
34,20625,-6.999999999999999,-58.99999999999999,-2160,5104,-2997,0,-5,-50,-2250,5143,-2888,7,0,0,0,0,0
35,21250,-26,-56.99999999999999,-3051,5065,-2068,-2,-17,-43,-3137,5100,-1948.9999999999998,11,0,0,0,0,0
36,21875,-40,-51,-3769,4872,-1164,-5,-26,-38,-3825,4884,-1035,16,0,0,0,0,0
37,22500,-45,-35,-4336,4501,-223,-7,-33,-28,-4382,4508,-98,17,0,0,0,0,0
38,23125,-47,-9,-4782,3986,740,-9,-42,-10,-4807,3962,874,19,0,0,0,0,0
39,23750,-61.99999999999999,5,-5110,3231,1822,-11,-50,-2,-5088,3174,1943,20,0,0,0,0,0
40,24375,-77,21,-5137,2317,2772,-13,-57.00000000000001,12,-5107,2261,2876,18,0,0,0,0,0
41,25000,-86,36,-5010,1459,3504,-15,-61.00000000000001,22,-4953,1378,3599,16,0,0,0,0,0
42,25625,-85,45,-4709,554,4115,-16,-63,30,-4629,449,4199,13,0,0,0,0,0
43,26250,-63,46,-4229,-421,4620,-17,-54,38,-4137,-531,4686,12,0,0,0,0,0
44,26875,-55.00000000000001,56.99999999999999,-3554,-1468,5004,-18,-51,48,-3441,-1587,5045,12,0,0,0,0,0
45,27500,-58,73,-2661,-2488,5148,-14,-48,57.99999999999999,-2547,-2586,5155,15.000000000000002,0,0,0,0,0
46,28125,-54,88,-1771,-3278,5061,-11,-41,63,-1656,-3382,5054,12,0,0,0,0,0
47,28750,-48,92,-881,-3911.9999999999995,4819,-7,-35,66,-744,-4019.0000000000005,4780,8,0,0,0,0,0
48,29375,-30.999999999999996,77,76,-4434,4395,-5,-24,61,212,-4542,4339,3,0,0,0,0,0
49,30000,-1,54,1069,-4848,3823,-3,-6,52,1196,-4933,3741,-2,0,0,0,0,0
50,30625,8,62,2155,-5101,2999,1,5,52,2248,-5145,2891,-7,0,0,0,0,0
51,31250,26,57.99999999999999,3047,-5063,2072,2,18,46,3133,-5102,1953.0000000000002,-12,0,0,0,0,0
52,31875,40,51,3761,-4874,1173,4,26,39,3823,-4889,1042,-15,0,0,0,0,0
53,32500,44,36,4334,-4503,230,7,32,30.999999999999996,4385,-4513,100,-19,0,0,0,0,0
54,33125,49,10,4787,-3989.9999999999995,-739,9,41,11,4809,-3965.9999999999995,-876,-19,0,0,0,0,0
55,33750,63,-5,5112,-3233,-1824,13,50,3,5094,-3179,-1946.9999999999998,-18,0,0,0,0,0
