1,0,-52,-70,-3757,4872,-1167,-2,-38,-45,-8693,28,-5866,-8583,0,0,1,0,0
2,625,-61.99999999999999,-55.00000000000001,-4342,4550,-252,2,-44,-30,-8896,45,-4464,-7866.000000000001,0,0,1,0,0
3,1250,-68,-15,-4787,4046,706,2,-49,-4,-8769,54,-2925,-6878,0,0,1,0,0
4,1875,-84,12,-5095,3320,1747,5,-64,9,-8282,36,-1084,-5513,0,0,1,0,0
5,2500,-106,34,-5121,2386,2722,5,-78,25,-7394,33,699,-3939,0,0,1,0,0
6,3125,-120.00000000000001,50,-4984,1458,3521,8,-84,40,-6230,47,2390,-2243,0,0,1,0,0
7,3750,-121,61,-4716,561,4159,8,-82,49,-4873,59,4107,-418,0,0,1,0,0
8,4375,-97,64,-4261,-385,4664,8,-63,53,-3425,68,5528,1281,0,0,1,0,0
9,5000,-70,77,-3619,-1380,5026,9,-59,66,-1766,46,6748,2969,0,0,1,0,0
10,5625,-75,101,-2723,-2387,5151,12,-55,76,28,17,7728,4587,0,0,1,0,0
11,6250,-75,121,-1765,-3231,5048,13,-47,84,1715,15.000000000000002,8427,5997,0,0,1,0,0
12,6875,-67,127,-874,-3906,4840,13,-41,88,3394,16,8925,7285,0,0,1,0,0
13,7500,-46,111.99999999999999,57,-4442,4451,10,-26,76,4926,7,9011,8237,0,0,1,0,0
14,8125,-2,74,1022,-4842,3886.9999999999995,9,-1,60,6241,-2,8715,8834,0,0,1,0,0
15,8750,16,75,2083,-5076,3059,7,14,57.99999999999999,7496,-9,7931.000000000001,9109,0,0,1,0,0
16,9375,37,77,3018,-5034,2077,6,28.999999999999996,52,8286,-18,6959,8997,0,0,1,0,0
17,10000,53,72,3764,-4873,1165,0,40,46,8700,-28,5870,8592,0,0,1,0,0
18,10625,63,55.99999999999999,4347,-4549,247,-1,46,33,8911,-45,4460,7874,0,0,1,0,0
19,11250,67,17,4797,-4042.0000000000005,-715,-3,50,7,8781,-53,2910,6877,0,0,1,0,0
20,11875,84,-11,5101,-3319,-1756,-5,65,-7,8283,-36,1082,5511,0,0,1,0,0
21,12500,107,-33,5123,-2385,-2721,-8,79,-24,7389,-33,-705,3928.9999999999995,0,0,1,0,0
22,13125,120.00000000000001,-48,4984,-1464,-3516,-7,85,-37,6228,-49,-2389,2242,0,0,1,0,0
23,13750,120.00000000000001,-58.99999999999999,4717,-567,-4155,-9,82,-47,4872,-62.00000000000001,-4099,423,0,0,1,0,0
24,14375,95,-63,4263,384,-4660,-8,64,-52,3433,-73,-5507,-1269,0,0,1,0,0
25,15000,73,-76,3614,1381,-5019,-10,59,-63,1764,-43,-6742,-2965,0,0,1,0,0
26,15625,74,-99,2722,2388,-5150,-11,57.00000000000001,-77,-26,-17,-7719,-4580,0,0,1,0,0
27,16250,73,-117.99999999999999,1761,3234,-5049,-13,48,-81,-1721,-16,-8426,-5999,0,0,1,0,0
28,16875,68,-125,871,3910.9999999999995,-4841,-11,42,-84,-3405,-16,-8928,-7291,0,0,1,0,0
29,17500,46,-110.00000000000001,-57,4444,-4452,-11,27,-74,-4938,-7,-9015,-8246,0,0,1,0,0
30,18125,5,-74,-1027,4849,-3886.9999999999995,-10,3,-57,-6248,0.9999999999999998,-8724,-8845,0,0,1,0,0
31,18750,-16,-72,-2081,5078,-3063,-7,-12,-57,-7489,8,-7940.999999999999,-9110,0,0,1,0,0
32,19375,-37,-75,-3015,5036,-2081,-6,-28,-49,-8286,16,-6961,-8996,0,0,1,0,0
33,20000,-52,-70,-3762,4874,-1167,-1,-37,-44,-8698,29,-5864,-8583,0,0,1,0,0
34,20625,-61.99999999999999,-53,-4344,4551,-251,1,-44,-30.999999999999996,-8904,45,-4460,-7868.000000000001,0,0,1,0,0
35,21250,-67,-13.999999999999998,-4792,4046,708,4,-48,-3,-8773,53,-2921,-6877,0,0,1,0,0
